#
# Rates from 'La Poste Colissimo' from France / March 2012
#
# This file is part of the django-colissimo module
#
# Official docs: http://www.colissimo.fr/particuliers/envoyer_un_colis/decouvrir_loffre_colissimo/Tarifs_colissimo/Tarifs_colissimo.jsp
#
# This file is parsed by the 'genfixtures.py' script (in the same directory)
# which generates the initial fixture data to load into the database (using syncdb)
#
# Everything after a '#' is ignored (comments)
# Spaces between comas are ignored
# Lines starting with '::' must be a coma-separated line of values for (in this order):
#  model_name,fieldname1,fieldname2,...
#
# Author: Mathias Monnerville <mathias@monnerville.com>
#         Julien Maupetit <julien@maupetit.net> (2012 rates update)
# 

# All supported regions
::region,name
France - Monaco - Andore
Outre-mer OM1
Outre-mer OM2
International Zone A
International Zone B
International Zone C
International Zone D

# All compensation rates, prices in Euro
::recommanded,level,price
R0,23 # 23E/kg
R1,50
R2,200
R3,400
R4,600
R5,800
ECO,23 # 23E/kg


######################### Region: France, Monaco, Andorra ######################

# Region: France, Monaco, Andorra
# Colissimo France sans recommande R0
::rate,weight,price,signature,deposit,tracking,region,recommanded
0.5, 5.70,  0,1,1,1,1
  1, 7.10,  0,1,1,1,1
  2, 8.20,  0,1,1,1,1
  3, 9.25,  0,1,1,1,1
  5,11.35,  0,1,1,1,1
  7,13.35,  0,1,1,1,1
 10,16.35,  0,1,1,1,1
 15,18.85,  0,1,1,1,1
 30,26.35,  0,1,1,1,1

# Region: France, Monaco, Andorra
# Colissimo France avec recommande R1
::rate,weight,price,signature,deposit,tracking,region,recommanded
0.5, 8.20,  1,1,1,1,2
  1, 9.60,  1,1,1,1,2
  2,10.70,  1,1,1,1,2
  3,11.75,  1,1,1,1,2
  5,13.85,  1,1,1,1,2
  7,15.85,  1,1,1,1,2
 10,18.85,  1,1,1,1,2
 15,21.35,  1,1,1,1,2
 30,28.85,  1,1,1,1,2

# Region: France, Monaco, Andorra
# Colissimo France avec recommande R2
::rate,weight,price,signature,deposit,tracking,region,recommanded
0.5, 9.10,  1,1,1,1,3
  1,10.50,  1,1,1,1,3
  2,11.60,  1,1,1,1,3
  3,12.65,  1,1,1,1,3
